Customer ID,Cluster Demo,recency,frequency,monetary,segment_overall_scoring,RFM_cluster
NS-18505,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",6.0,15,2575.863,B,Recent Customer
JE-15745,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",51.0,23,6760.814999999999,A,Others
TH-21100,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",344.0,7,2422.824,C,Almost Lost
MH-17455,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",85.0,11,2456.182,B,Recent Customer
SW-20275,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",30.0,7,1966.65,C,Recent Customer
LH-17155,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",385.0,19,1739.6889999999999,B,Loyal Customer
MP-17965,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",72.0,20,3983.6420000000003,A,Others
BV-11245,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",334.0,14,1523.2730000000001,C,Almost Lost
RD-19930,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",42.0,10,970.9420000000001,C,Recent Customer
EB-13840,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",90.0,8,4358.128,B,Recent Customer
SC-20800,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",30.0,5,279.25600000000003,C,Recent Customer
NF-18385,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",79.0,14,8322.826000000001,A,Others
DC-12850,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",37.0,18,3336.1680000000006,B,Recent Customer
RS-19420,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",76.0,9,3221.29,B,Recent Customer
PF-19165,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",196.0,10,2770.0,C,Recent Customer
DB-12910,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",21.0,12,2171.599,B,Recent Customer
EB-13705,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",48.0,12,3644.9780000000005,B,Recent Customer
DH-13675,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",776.0,11,1043.096,C,Lost Cheap Customer
RM-19750,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",299.0,2,98.35,C,Almost Lost
AA-10645,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",55.0,18,5086.935000000001,B,Recent Customer
MK-17905,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",28.0,17,2302.368,B,Recent Customer
TG-21640,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",114.0,10,2074.6609999999996,C,Recent Customer
RF-19735,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",89.0,14,2341.2960000000003,B,Recent Customer
SN-20560,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",111.0,15,1860.4179999999997,B,Recent Customer
JB-16045,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",7.0,9,2518.115,C,Recent Customer
DB-13555,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",107.0,14,3908.8028000000004,B,Recent Customer
KM-16720,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",28.0,28,4909.472000000001,A,Others
JK-15640,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",180.0,12,4760.434000000001,B,Recent Customer
SJ-20125,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",95.0,24,3949.6560000000004,A,Others
CC-12685,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",799.0,12,2854.1150000000007,C,Lost Customer
AR-10540,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",6.0,9,6608.448,B,Recent Customer
JK-15370,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",44.0,17,2709.6320000000005,B,Recent Customer
CS-12355,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",6.0,22,3202.1620000000003,A,Others
JE-15610,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",48.0,20,7754.976,A,Best Customer
TP-21415,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",104.0,10,5329.0048,B,Recent Customer
AR-10825,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",58.0,13,4523.336,B,Recent Customer
BC-11125,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",202.0,18,2933.6759999999995,B,Recent Customer
JK-15325,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",287.0,4,383.812,C,Almost Lost
JK-16090,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",28.0,9,3747.668,B,Recent Customer
CM-11815,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",131.0,10,1673.8880000000001,C,Recent Customer
EH-13990,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",405.0,8,825.95,C,Almost Lost
EM-14095,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",113.0,10,1041.0420000000001,C,Recent Customer
AH-10585,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",21.0,5,738.504,C,Recent Customer
AG-10495,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",78.0,21,2356.855,B,Others
MA-17995,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",186.0,12,2453.284,B,Recent Customer
VF-21715,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",13.0,11,847.944,B,Recent Customer
EP-13915,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",12.0,31,5478.060799999999,A,Others
RS-19870,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",19.0,3,22.328,C,Recent Customer
KW-16570,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",771.0,5,449.09600000000006,C,Lost Cheap Customer
PK-18910,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",483.0,3,1441.1520000000005,C,Almost Lost
JJ-15760,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",753.0,3,195.0,C,Lost Cheap Customer
GT-14635,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",56.0,6,9351.211999999998,B,Others
DJ-13510,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",48.0,13,2501.688,B,Recent Customer
AG-10330,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",8.0,9,660.972,C,Recent Customer
MC-17590,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",51.0,17,2426.0669999999996,B,Recent Customer
PG-18820,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",36.0,26,3086.907,A,Others
JP-16135,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",102.0,13,1707.7099999999998,B,Recent Customer
DM-13015,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",57.0,20,6345.103,A,Others
AY-10555,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",14.0,10,497.01400000000007,C,Recent Customer
CS-11950,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",25.0,22,3036.5469999999996,A,Others
MS-17980,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",26.0,11,855.116,B,Recent Customer
JH-15430,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",5.0,7,309.28100000000006,C,Recent Customer
MG-17875,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",116.0,7,1242.833,C,Recent Customer
CS-12460,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",27.0,6,550.644,C,Recent Customer
KN-16705,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",98.0,15,2280.5800000000004,B,Recent Customer
WB-21850,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",20.0,37,6160.102000000001,A,Others
AF-10870,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",41.0,16,2052.908,B,Recent Customer
TS-21505,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",11.0,14,2243.274,B,Recent Customer
EB-14110,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",113.0,11,3071.1259999999997,B,Recent Customer
EG-13900,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",22.0,9,1832.02,C,Recent Customer
NB-18655,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",19.0,17,1972.599,B,Recent Customer
MZ-17515,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",282.0,10,2564.906,C,Almost Lost
QJ-19255,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",25.0,13,6108.338,B,Recent Customer
GA-14725,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",5.0,22,1398.3820000000003,B,Others
PW-19030,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",46.0,13,3454.916000000001,B,Recent Customer
PO-19195,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",86.0,10,1056.8580000000002,C,Recent Customer
LO-17170,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",2.0,9,644.35,C,Recent Customer
EM-13960,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",151.0,6,933.7040000000001,C,Recent Customer
DB-13210,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",9.0,21,2332.577,B,Others
MC-17575,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",27.0,11,1303.893,B,Recent Customer
NF-18595,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",114.0,12,2031.4720000000002,B,Recent Customer
ES-14020,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",40.0,8,3510.458,B,Recent Customer
BW-11110,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",121.0,17,4750.358,B,Recent Customer
TS-21370,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",36.0,15,11891.751,A,Others
RD-19900,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",114.0,21,3133.923999999999,A,Others
PH-18790,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",70.0,2,729.6480000000001,C,Recent Customer
MM-18055,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",61.0,19,2749.881,B,Others
ML-17755,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",29.0,13,2071.914,B,Recent Customer
VP-21730,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",30.0,5,993.902,C,Recent Customer
AM-10360,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",28.0,12,814.0120000000001,B,Recent Customer
ME-17725,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",28.0,13,1908.4532,B,Recent Customer
JS-15595,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",119.0,8,1417.654,C,Recent Customer
ZD-21925,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",202.0,9,1493.944,C,Recent Customer
CC-12370,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",43.0,11,12129.071999999998,A,Others
LC-16885,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",16.0,23,7663.125999999999,A,Best Customer
EC-14050,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",53.0,7,461.91400000000004,C,Recent Customer
PM-19135,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",51.0,7,4115.662,B,Recent Customer
HM-14980,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",247.0,7,736.276,C,Almost Lost
SE-20110,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",9.0,19,12209.438000000002,A,Best Customer
TN-21040,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",90.0,12,3130.221,B,Recent Customer
GG-14650,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",43.0,24,2224.000000000001,B,Others
TM-21010,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",103.0,19,2955.2259999999997,A,Others
MS-17710,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",413.0,15,1613.402,C,Almost Lost
LT-16765,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",26.0,3,329.876,C,Recent Customer
JG-15805,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",223.0,9,1507.0180000000003,C,Almost Lost
RK-19300,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",119.0,8,1460.1920000000002,C,Recent Customer
CW-11905,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",22.0,11,1136.592,B,Recent Customer
RP-19855,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",28.0,15,2170.716000000001,B,Recent Customer
TS-21340,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",226.0,12,974.7819999999999,C,Almost Lost
JH-16180,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",404.0,5,2256.394,C,Almost Lost
MM-17920,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",7.0,16,3794.08,B,Recent Customer
JH-15820,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",174.0,8,528.9100000000001,C,Recent Customer
MO-17500,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",72.0,5,922.4870000000001,C,Recent Customer
KC-16540,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",97.0,5,3908.2619999999997,B,Recent Customer
CH-12070,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",691.0,4,1537.2360000000003,C,Lost Cheap Customer
EA-14035,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",152.0,25,2846.7050000000004,A,Others
DB-13060,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",16.0,13,4531.646000000002,B,Recent Customer
DR-12940,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",50.0,13,8350.868,A,Others
SV-20365,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",101.0,32,11470.949999999999,A,Best Customer
LS-17230,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",777.0,6,368.88,C,Lost Cheap Customer
MG-18205,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",264.0,2,16.739000000000004,C,Almost Lost
JF-15190,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",65.0,19,2279.5860000000002,B,Others
JL-15505,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",49.0,17,3173.874,B,Recent Customer
VD-21670,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",581.0,16,6442.254000000001,C,Lost Customer
SV-20935,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",2.0,13,1903.491,B,Recent Customer
RA-19885,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",43.0,15,3832.314,B,Recent Customer
LS-17200,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",96.0,14,1010.2560000000001,B,Recent Customer
DL-12865,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",100.0,14,1503.112,B,Recent Customer
DB-13660,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",12.0,10,1155.2019999999998,C,Recent Customer
AH-10075,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",34.0,20,3250.337,A,Others
BD-11725,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",93.0,10,1526.5,C,Recent Customer
DB-13360,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",264.0,6,1081.466,C,Almost Lost
KB-16315,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",296.0,22,1569.464,B,Loyal Customer
GM-14440,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",83.0,11,3582.82,B,Recent Customer
BT-11680,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",20.0,20,3196.7520000000004,A,Others
CS-12490,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",424.0,9,1077.2285000000002,C,Almost Lost
MM-17260,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",168.0,6,1314.0230000000001,C,Recent Customer
JD-16150,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",41.0,17,8828.030499999999,A,Others
TZ-21580,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",35.0,9,1707.2860000000003,C,Recent Customer
AS-10225,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",22.0,13,4260.784000000001,B,Recent Customer
MD-17860,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",36.0,8,1204.9099999999999,C,Recent Customer
BD-11635,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",9.0,5,582.646,C,Recent Customer
IG-15085,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",71.0,7,744.574,C,Recent Customer
CB-12535,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",197.0,19,4246.4555,A,Others
LC-16930,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",41.0,14,4492.946,B,Recent Customer
MB-18085,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",44.0,10,1428.231,C,Recent Customer
LB-16795,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",152.0,24,4985.676,A,Others
NZ-18565,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",85.0,20,2488.31,B,Others
DS-13030,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",93.0,19,1762.2130000000002,B,Others
FH-14365,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",5.0,13,6987.195999999999,B,Recent Customer
LE-16810,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",21.0,9,1469.4500000000003,C,Recent Customer
SM-20905,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",606.0,6,1043.0410000000002,C,Lost Cheap Customer
LS-16945,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",178.0,14,2845.27,B,Recent Customer
BG-11740,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",57.0,7,1006.3560000000001,C,Recent Customer
CM-12715,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",1035.0,13,3984.4524000000006,C,Lost Customer
RW-19690,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",79.0,15,3495.6459999999997,B,Recent Customer
RC-19960,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",110.0,11,885.752,B,Recent Customer
ML-18040,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",79.0,4,742.0820000000001,C,Recent Customer
IL-15100,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",142.0,14,5040.736000000001,B,Recent Customer
HL-15040,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",43.0,11,12873.297999999999,A,Others
JE-16165,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",20.0,7,2697.2480000000005,C,Recent Customer
JM-15580,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",0.0,7,303.948,C,Recent Customer
MC-17425,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",399.0,10,4432.138,C,Almost Lost
PW-19240,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",464.0,12,3922.4149999999995,B,Others
VM-21835,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",117.0,8,380.69,C,Recent Customer
EK-13795,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",44.0,4,1303.478,C,Recent Customer
CD-12790,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",399.0,15,1860.732,C,Almost Lost
PO-18865,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",0.0,13,2493.2140000000004,B,Recent Customer
TC-21475,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",153.0,11,1244.976,B,Recent Customer
NC-18535,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",6.0,15,8241.738999999998,A,Others
PB-19150,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",97.0,11,1456.9499999999998,B,Recent Customer
MJ-17740,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",22.0,15,6320.746,B,Recent Customer
SB-20185,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",188.0,12,6410.995999999999,B,Recent Customer
CD-11980,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",54.0,6,639.766,C,Recent Customer
HA-14905,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",69.0,10,2163.3,C,Recent Customer
GZ-14545,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",157.0,5,2454.6220000000003,C,Recent Customer
AO-10810,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",501.0,1,161.28,C,Almost Lost
SC-20680,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",126.0,8,1254.64,C,Recent Customer
RB-19360,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",96.0,18,15117.339,A,Others
HM-14860,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",2.0,20,8236.7648,A,Best Customer
TT-21460,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",12.0,14,5364.808,B,Recent Customer
